age,breakdown_count,repair_cost,downtime_hours,risk_level
1,8,11449,52,High
3,7,19723,78,High
1,0,16075,39,Medium
4,11,20990,78,High
14,4,19798,70,High
13,14,2157,67,High
14,1,23728,25,High
15,10,11602,65,High
9,0,8184,10,Low
17,8,8510,80,High
15,11,17519,22,High
19,15,19192,42,High
13,4,7886,79,High
6,11,10547,25,High
16,3,18943,72,High
16,4,15929,73,High
19,12,24725,26,High
5,2,16885,41,Medium
2,10,14705,14,Medium
6,14,15538,26,High
17,8,20577,49,High
11,9,18991,9,Medium
16,6,14005,48,Medium
17,14,16998,15,High
15,11,24162,63,High
2,1,7950,12,Low
10,4,14698,15,Low
13,11,24968,10,High
11,15,2192,13,High
17,0,20872,30,High
2,2,15294,65,High
3,8,23877,41,High
14,14,17309,24,High
14,5,5322,56,High
9,7,4361,19,Medium
11,10,17561,59,High
19,3,25726,13,High
14,5,13906,31,Medium
12,4,22799,56,High
9,14,14450,74,High
18,12,14442,49,High
7,14,21580,62,High
20,13,2633,16,High
17,6,11083,62,High
4,0,15353,43,Medium
11,12,10500,42,High
11,8,11761,33,Medium
8,14,9303,12,High
18,0,12345,6,Low
9,7,20610,20,High
14,9,10731,9,Medium
3,4,23166,62,High
7,6,6880,14,Medium
18,12,21911,36,High
16,1,16174,67,High
17,10,29195,44,High
3,12,19644,25,High
13,13,22625,27,High
4,2,28165,41,High
20,4,7686,77,High
17,4,1681,12,Low
6,15,28489,66,High
19,2,16959,32,Medium
3,12,20975,33,High
1,5,6786,44,Medium
20,12,18322,22,High
13,13,22660,51,High
4,4,28578,6,High
13,12,28499,25,High
5,0,23717,66,High
18,15,17858,41,High
14,4,18398,51,High
2,14,15628,56,High
14,1,1591,29,Medium
5,7,12008,49,Medium
20,5,14002,64,High
16,2,8934,55,High
14,4,27501,44,High
19,9,19324,76,High
4,4,4683,34,Medium
1,10,27323,25,High
8,0,8876,41,Medium
4,8,10745,51,High
19,6,26845,52,High
15,15,16404,72,High
13,15,9991,14,High
12,10,20905,80,High
19,3,12813,23,Low
15,11,4753,9,High
8,5,7934,41,Medium
17,11,24924,20,High
12,13,12946,42,High
14,2,9734,18,Low
8,7,28650,62,High
20,0,2930,11,Low
14,2,18150,62,High
15,15,11337,71,High
3,11,13917,77,High
18,12,27414,52,High
12,8,924,44,Medium
9,12,25651,43,High
17,2,27343,37,High
19,2,14299,70,High
18,9,9745,18,Medium
6,15,14642,27,High
18,0,6982,2,Low
17,15,8279,37,High
2,9,27373,32,High
8,13,4430,61,High
20,3,24215,76,High
4,5,12077,59,High
7,14,15072,50,High
10,3,23120,38,High
14,11,23574,34,High
17,13,9391,31,High
7,6,25125,10,High
17,14,19932,32,High
9,10,13813,77,High
14,9,18464,77,High
14,7,8358,8,Medium
4,14,21478,70,High
4,4,19769,24,Low
2,9,6444,20,Medium
8,6,11014,70,High
1,1,22050,6,High
4,0,12496,10,Low
17,3,25423,14,High
10,12,29940,46,High
20,4,16593,4,Low
16,7,12652,13,Medium
19,7,16536,30,Medium
8,10,7373,34,Medium
17,4,5590,50,Medium
11,5,3414,17,Low
17,10,11711,56,High
15,10,8916,27,Medium
13,9,1645,41,Medium
16,12,29877,27,High
8,8,10501,62,High
19,14,11934,57,High
8,13,21177,7,High
3,11,9760,48,High
20,6,990,60,High
18,10,27100,65,High
20,2,23818,64,High
6,5,1390,13,Low
9,13,2144,9,High
6,12,27610,53,High
12,9,10717,77,High
16,13,21278,63,High
2,15,1862,13,High
16,2,27166,55,High
18,2,25564,32,High
17,1,9738,65,High
19,11,21560,17,High
10,12,10265,68,High
20,10,1559,14,Medium
9,6,27633,24,High
1,9,15792,56,High
10,14,17319,77,High
20,10,15956,16,Medium
2,8,29625,63,High
15,8,29464,39,High
12,15,6524,78,High
2,13,10408,75,High
8,8,16019,54,High
15,1,12631,45,Medium
20,9,948,47,Medium
9,1,11929,8,Low
7,0,9561,76,High
19,14,11416,64,High
8,6,5499,13,Medium
16,7,15517,79,High
8,3,13553,59,High
13,8,28691,27,High
7,12,16043,65,High
4,3,22498,78,High
14,8,11583,32,Medium
2,10,2799,76,High
15,6,7255,45,Medium
5,2,16573,75,High
14,8,29234,63,High
14,0,25276,69,High
8,7,29767,75,High
20,8,1583,71,High
12,8,15648,66,High
20,8,11927,75,High
7,13,16219,59,High
12,8,6754,55,High
18,15,10238,53,High
7,13,10863,18,High
9,6,16777,56,High
3,15,10608,52,High
5,9,25745,39,High
20,1,1049,39,Medium
17,10,4883,2,Medium
5,0,9759,70,High
19,15,13089,34,High
4,9,6317,49,Medium
6,0,8392,5,Low
15,14,13348,8,High
9,13,2410,41,High
6,7,5251,20,Medium
11,3,23360,28,High
8,12,29409,15,High
2,2,16942,23,Low
3,15,8005,4,High
19,7,17237,35,Medium
8,4,28407,79,High
11,13,13317,79,High
4,15,13555,69,High
14,8,20224,14,High
18,10,11339,15,Medium
8,14,8228,24,High
18,0,24608,72,High
10,1,9011,74,High
6,14,18285,35,High
10,1,26367,56,High
12,13,13396,80,High
2,3,23538,63,High
13,4,23955,6,High
12,9,26510,32,High
5,12,9114,33,High
1,1,1446,16,Low
4,8,9409,61,High
12,0,8381,71,High
10,2,10636,15,Low
16,7,15296,65,High
8,6,12620,14,Medium
20,2,25870,61,High
6,13,26232,45,High
7,13,20892,27,High
18,4,8670,16,Low
16,6,22102,52,High
11,10,25418,77,High
10,6,19366,73,High
20,4,23025,77,High
4,8,12495,24,Medium
3,0,5291,71,High
11,12,20464,80,High
18,10,15052,22,Medium
13,2,23323,64,High
14,5,19907,57,High
6,5,2401,39,Medium
8,10,28795,40,High
13,1,29557,35,High
10,2,12670,44,Medium
15,11,25069,75,High
19,7,22188,61,High
17,0,2740,10,Low
13,12,21249,36,High
8,7,1887,79,High
14,15,11771,77,High
19,14,2266,50,High
12,2,21154,46,High
11,11,11328,50,High
12,7,8808,53,High
16,14,12873,34,High
12,14,24886,58,High
5,4,26226,2,High
2,12,15190,60,High
10,14,983,41,High
12,6,2436,20,Medium
12,0,4529,30,Medium
12,13,10468,18,High
5,4,16665,10,Low
5,4,21990,7,High
19,9,9539,36,Medium
8,8,7402,28,Medium
16,1,1532,33,Medium
7,5,27510,48,High
3,11,18645,61,High
1,0,27275,42,High
12,11,6426,13,High
12,5,2021,44,Medium
15,2,13010,52,High
20,3,18177,44,Medium
15,1,19356,12,Low
3,11,8647,70,High
14,7,27783,63,High
13,9,5582,59,High
18,14,24750,71,High
19,8,18266,80,High
13,6,29210,58,High
14,1,9884,70,High
11,4,1128,5,Low
17,12,13352,68,High
20,4,15584,72,High
1,6,20318,63,High
14,11,28967,79,High
10,9,4896,16,Medium
17,13,16979,20,High
15,15,21357,13,High
7,2,18592,47,Medium
2,6,27133,63,High
20,5,17728,41,Medium
13,12,19681,57,High
3,1,10811,22,Low
10,8,5636,33,Medium
11,10,4132,80,High
5,13,17800,26,High
4,8,5779,73,High
17,2,25645,34,High
17,3,20028,49,High
1,14,23284,20,High
7,8,16723,79,High
7,1,17874,29,Medium
6,9,1368,21,Medium
4,8,9203,12,Medium
1,8,26119,55,High
6,7,2050,12,Medium
11,0,23032,18,High
10,4,22440,13,High
19,15,27341,51,High
11,6,29558,41,High
16,6,5317,60,High
16,14,29128,74,High
15,3,21206,50,High
8,14,4625,14,High
7,15,18057,48,High
4,4,18051,57,High
18,6,26196,20,High
6,6,5465,47,Medium
16,8,17991,70,High
12,7,13815,51,High
20,5,27468,62,High
17,4,23331,54,High
7,3,12140,35,Medium
9,11,28150,8,High
10,7,27768,51,High
20,9,16781,41,Medium
6,14,12773,9,High
20,14,4566,58,High
12,10,17307,5,Medium
3,8,19800,9,Medium
20,6,17230,41,Medium
18,5,11345,17,Low
1,15,11104,2,High
4,15,21482,25,High
8,4,2754,56,High
9,14,6780,67,High
18,6,14428,57,High
14,10,24646,41,High
3,5,2703,28,Medium
7,7,23879,67,High
2,1,7133,58,High
14,2,4799,37,Medium
1,11,8102,71,High
7,6,24499,60,High
17,10,5721,76,High
14,12,18520,68,High
12,1,26929,16,High
1,14,18022,23,High
4,8,4698,33,Medium
12,14,26977,10,High
16,8,16829,21,Medium
20,3,10388,1,Low
17,9,8266,31,Medium
11,8,24197,42,High
19,6,29375,8,High
4,5,9585,3,Low
2,11,17492,14,High
9,2,13952,24,Low
1,4,4165,42,Medium
17,7,25698,72,High
19,11,9529,41,High
3,7,16884,68,High
4,8,6945,18,Medium
14,15,20322,26,High
18,13,15424,49,High
20,13,18011,77,High
9,3,12396,52,High
12,7,22139,7,High
3,7,9781,67,High
9,7,1301,41,Medium
16,5,10032,9,Low
6,12,9015,71,High
15,6,24298,55,High
9,10,14716,46,Medium
7,0,23315,12,High
2,3,9788,72,High
8,6,1361,37,Medium
7,8,17309,71,High
7,12,12758,56,High
15,8,17774,80,High
11,4,16133,59,High
17,1,5416,17,Low
12,11,29599,17,High
7,3,11928,49,Medium
4,10,28767,37,High
10,15,10787,33,High
5,13,6080,49,High
2,3,2455,64,High
11,1,3631,37,Medium
13,0,27681,11,High
6,9,13328,39,Medium
7,12,24053,51,High
2,13,17751,32,High
15,10,6164,39,Medium
12,8,7687,5,Medium
8,15,26783,24,High
16,6,4262,67,High
9,8,6496,80,High
15,2,7153,52,High
3,7,17450,20,Medium
11,1,19979,76,High
1,12,21523,70,High
12,8,12369,63,High
19,6,23265,32,High
17,0,11104,39,Medium
1,3,21399,66,High
12,0,2423,71,High
4,13,10101,64,High
18,5,2328,59,High
6,0,28022,68,High
8,12,12063,56,High
14,0,21248,67,High
11,10,14077,19,Medium
7,10,10831,13,Medium
11,15,12247,10,High
12,5,25736,24,High
17,3,29865,24,High
7,13,21350,7,High
11,2,5828,55,High
1,14,29973,75,High
20,1,25923,80,High
7,0,20353,28,High
13,15,22752,41,High
8,10,20879,77,High
6,10,15933,80,High
13,12,28674,56,High
20,9,27516,62,High
17,14,17829,64,High
15,10,2347,29,Medium
16,2,26534,78,High
18,13,8747,79,High
15,15,19710,4,High
19,7,10210,54,High
19,14,21570,72,High
7,9,12173,34,Medium
6,11,1863,31,High
7,0,23769,21,High
2,4,6271,60,High
11,10,11435,63,High
7,10,24961,72,High
9,6,24792,5,High
7,12,29188,8,High
1,12,9857,17,High
4,10,26686,24,High
14,14,17444,16,High
17,1,29193,67,High
3,15,15248,1,High
20,1,11053,60,High
9,12,2467,30,High
20,13,20299,32,High
19,0,19165,32,Medium
6,13,23990,7,High
9,0,21523,67,High
3,7,25367,19,High
19,1,8286,33,Medium
7,3,25400,17,High
10,14,21805,44,High
3,8,23620,40,High
2,10,7879,61,High
3,8,3774,80,High
9,13,1461,31,High
12,1,29427,72,High
19,14,12844,42,High
15,6,7409,51,High
1,2,16129,67,High
18,0,11817,26,Medium
11,2,16405,59,High
11,11,19743,66,High
14,3,21004,40,High
13,9,14016,16,Medium
8,15,8258,72,High
10,13,12323,40,High
13,8,9941,64,High
20,15,8858,17,High
14,2,7324,77,High
19,0,16770,44,Medium
5,11,505,17,High
7,14,22278,76,High
5,8,9268,69,High
4,13,11622,48,High
12,0,26441,23,High
18,10,14192,13,Medium
20,5,14210,7,Low
9,9,26165,4,High
18,5,589,59,High
12,10,25660,68,High
4,13,2303,1,High
14,6,26061,36,High
4,2,14147,77,High
7,12,27642,34,High
4,3,29966,45,High
17,0,16871,21,Low
18,0,28474,39,High
19,12,21906,58,High
6,1,17153,21,Low
14,2,25758,29,High
15,3,7641,67,High
19,8,23094,7,High
10,11,22380,10,High
1,2,1109,61,High
15,7,17778,79,High
12,9,14166,39,Medium
15,10,9978,40,Medium
6,5,11237,37,Medium
7,7,13503,60,High
12,2,6337,80,High
2,15,4668,58,High
1,0,15828,61,High
18,8,12658,13,Medium
5,8,22154,72,High
17,6,13813,46,Medium
18,7,29359,59,High
13,8,2706,41,Medium
17,14,19713,50,High
10,15,21999,66,High
18,12,27731,53,High
17,10,21989,64,High
18,14,873,33,High
10,1,872,10,Low
13,6,2641,28,Medium
5,10,3175,34,Medium
20,12,25988,75,High
4,11,5236,21,High
10,0,8865,9,Low
17,3,14435,35,Medium
3,13,12212,9,High
12,6,12457,43,Medium
1,14,6621,29,High
16,13,21053,57,High
19,2,17505,3,Low
14,3,25838,41,High
3,14,20055,25,High
4,6,11904,19,Medium
18,4,27530,10,High
18,4,25720,17,High
2,5,20699,76,High
19,3,27359,27,High
10,10,20352,7,High
6,7,22798,74,High
3,9,29135,71,High
14,13,2544,23,High
2,2,21537,32,High
4,12,17745,46,High
12,13,29362,63,High
4,13,5777,6,High
2,2,17797,62,High
3,8,3466,9,Medium
18,14,4376,30,High
20,3,6773,40,Medium
4,11,15199,55,High
7,9,16666,30,Medium
12,2,10558,8,Low
8,11,716,2,High
8,12,691,19,High
13,10,11497,61,High
12,6,22248,43,High
16,12,16002,4,High
1,7,2889,43,Medium
14,5,16287,10,Low
20,2,16795,44,Medium
19,12,18053,20,High
12,9,9103,24,Medium
8,10,28727,76,High
10,6,1534,1,Medium
1,15,14933,70,High
2,13,6814,46,High
10,12,4209,71,High
5,15,3066,78,High
19,9,4319,11,Medium
7,11,21440,75,High
11,2,25425,69,High
11,15,25669,9,High
15,4,6805,75,High
19,4,6705,40,Medium
11,3,25605,24,High
18,3,10020,20,Low
2,3,7165,78,High
7,13,9114,3,High
3,4,25199,70,High
8,9,28913,71,High
19,1,14590,17,Low
11,3,4656,73,High
14,15,17413,43,High
12,8,13745,30,Medium
1,15,16458,78,High
15,10,9308,44,Medium
19,8,29839,60,High
19,8,21969,73,High
15,13,11986,40,High
10,9,6499,67,High
15,10,25342,55,High
15,13,15722,43,High
18,15,26700,27,High
17,8,16874,66,High
10,3,21925,47,High
1,1,12618,65,High
6,10,18205,79,High
19,15,16012,20,High
12,11,11017,62,High
2,6,28700,9,High
18,13,24860,23,High
18,0,4540,9,Low
1,2,13307,19,Low
17,15,8934,3,High
5,14,27185,65,High
18,15,26400,7,High
6,8,11494,2,Medium
8,8,8732,16,Medium
17,1,20113,70,High
11,3,11339,45,Medium
15,8,25954,28,High
12,11,23155,27,High
10,9,19149,40,Medium
13,6,28847,62,High
18,6,4210,78,High
3,4,19668,53,High
17,14,28895,76,High
12,8,20612,13,High
6,2,13350,25,Low
6,6,10199,29,Medium
8,2,2662,65,High
16,10,10988,33,Medium
20,14,26115,46,High
14,5,6965,37,Medium
17,11,22749,18,High
6,5,29092,53,High
1,1,23215,1,High
16,7,16497,21,Medium
4,6,10373,38,Medium
4,9,8071,11,Medium
11,2,1890,27,Medium
2,0,22613,27,High
13,5,25600,8,High
16,2,21186,52,High
3,8,26087,45,High
20,9,29866,22,High
3,7,13596,22,Medium
10,11,8212,33,High
5,9,4236,56,High
18,3,930,59,High
20,0,28254,15,High
13,8,9635,78,High
20,5,15221,42,Medium
16,6,24295,31,High
19,3,23443,44,High
19,1,6581,42,Medium
1,10,982,30,Medium
11,6,23578,58,High
5,11,7576,17,High
7,15,15509,45,High
8,13,1865,74,High
8,9,13277,21,Medium
2,7,22918,23,High
9,13,13929,71,High
15,7,2321,74,High
4,9,28443,22,High
2,8,29796,12,High
5,14,18643,32,High
20,6,25427,38,High
19,10,13436,58,High
15,2,29884,61,High
15,3,18494,70,High
3,13,12034,29,High
6,8,28835,38,High
13,4,24528,43,High
11,8,26710,57,High
2,8,3144,50,Medium
19,2,22555,66,High
8,7,20926,21,High
17,2,2868,15,Low
12,11,26001,68,High
16,4,16945,24,Low
5,1,11965,58,High
19,5,10652,76,High
12,15,5060,27,High
17,11,10607,24,High
3,11,6164,22,High
2,1,3692,52,High
6,8,26837,67,High
13,4,19550,10,Low
7,15,23540,49,High
10,2,2913,73,High
20,1,5971,54,High
1,7,19513,28,Medium
11,6,17603,42,Medium
18,10,20981,31,High
9,0,13842,2,Low
13,1,8603,1,Low
20,13,6875,14,High
6,8,23730,70,High
16,5,2330,39,Medium
2,5,29581,36,High
2,12,8860,9,High
3,15,9386,5,High
20,13,23939,15,High
15,8,21196,11,High
6,2,10789,33,Medium
10,5,20186,53,High
10,8,13530,46,Medium
12,5,24709,1,High
15,8,22890,40,High
11,7,15315,63,High
14,14,11171,63,High
12,2,25221,52,High
19,0,5757,44,Medium
6,2,26143,44,High
16,1,3596,56,High
8,7,21086,53,High
15,5,14727,30,Medium
14,1,14572,55,High
19,13,22651,68,High
15,7,22662,3,High
1,12,24309,76,High
16,5,8005,63,High
4,13,24959,18,High
19,0,5707,77,High
19,15,23119,78,High
11,10,5763,58,High
3,15,23019,36,High
15,12,18265,9,High
7,11,28829,42,High
4,0,17940,44,Medium
8,4,27675,29,High
8,15,26346,53,High
5,6,25520,67,High
4,8,16405,34,Medium
9,6,6563,6,Medium
2,7,19845,72,High
2,15,27320,47,High
12,12,15294,68,High
1,5,19980,49,Medium
20,8,21082,3,High
14,9,14872,50,Medium
7,7,22815,19,High
15,9,11356,48,Medium
19,9,26731,59,High
5,8,7510,59,High
12,14,19554,59,High
5,13,22885,15,High
5,1,20987,76,High
6,5,25921,38,High
11,13,14184,42,High
17,9,19682,38,Medium
9,0,3775,73,High
2,2,789,44,Medium
11,9,18936,61,High
18,10,21035,38,High
4,13,2189,7,High
5,4,29842,56,High
13,7,17158,24,Medium
11,12,5786,43,High
15,8,4206,1,Medium
4,10,6511,42,Medium
8,10,25287,74,High
11,11,5678,42,High
5,15,5194,25,High
3,6,12761,23,Medium
20,14,23473,16,High
14,4,4968,33,Medium
2,8,3573,72,High
16,3,27937,33,High
3,11,19167,76,High
7,2,19771,45,Medium
7,5,27345,54,High
7,2,13348,50,Medium
4,7,22347,3,High
10,10,27680,20,High
8,13,6760,5,High
9,13,28021,47,High
18,12,7984,15,High
5,6,17917,10,Medium
1,11,5451,25,High
4,7,3992,1,Medium
5,15,24003,71,High
16,9,6685,45,Medium
7,2,2853,33,Medium
13,4,17773,7,Low
11,7,3606,14,Medium
14,8,5100,4,Medium
10,5,19786,72,High
10,1,24892,39,High
19,8,24198,10,High
12,6,13262,40,Medium
19,10,20424,61,High
13,9,24242,28,High
5,1,1218,9,Low
10,1,20624,37,High
8,7,894,43,Medium
14,3,25091,11,High
8,5,21545,14,High
6,14,21593,25,High
6,4,7694,54,High
10,3,12633,74,High
1,9,29170,59,High
15,13,25657,35,High
7,15,12358,22,High
17,3,6732,57,High
5,15,15496,26,High
17,2,17707,64,High
13,15,10599,69,High
2,10,15294,44,Medium
14,13,4903,30,High
7,9,8492,72,High
4,3,11520,10,Low
11,12,838,34,High
16,6,714,7,Medium
7,6,26794,27,High
10,8,12321,71,High
4,12,1460,22,High
12,3,24976,37,High
20,6,12100,4,Medium
10,0,4334,20,Low
4,1,24427,77,High
4,4,22214,3,High
5,1,11167,77,High
15,2,24108,63,High
9,12,26931,74,High
1,7,28182,47,High
18,12,25181,10,High
20,13,22174,71,High
12,14,8293,29,High
3,2,6175,50,Medium
6,12,21190,15,High
12,8,19652,59,High
13,9,1485,57,High
19,13,14804,13,High
18,14,20453,4,High
16,15,5813,43,High
5,13,19930,76,High
14,7,19031,63,High
2,12,2687,80,High
9,13,7597,58,High
12,8,1381,1,Medium
13,0,9748,3,Low
7,3,1088,45,Medium
3,12,11041,51,High
7,0,8663,46,Medium
15,9,22753,25,High
5,0,21161,55,High
14,2,11865,42,Medium
16,8,7631,40,Medium
6,10,19001,32,Medium
16,12,10636,55,High
14,4,6858,78,High
14,1,1220,38,Medium
12,15,16128,40,High
9,2,19192,68,High
10,11,8822,51,High
2,15,4543,7,High
9,10,27480,35,High
1,15,18933,61,High
13,15,6975,9,High
18,1,28762,24,High
4,7,11767,9,Medium
20,11,23518,20,High
15,9,1299,48,Medium
9,13,27000,20,High
16,1,3390,16,Low
2,3,29894,53,High
11,2,25948,74,High
3,4,10882,14,Low
8,3,16626,2,Low
7,13,19349,48,High
9,5,8780,14,Low
3,0,23616,73,High
2,1,6892,63,High
18,3,6880,18,Low
2,0,9948,7,Low
8,10,9313,49,Medium
10,5,27140,53,High
12,6,3464,68,High
1,11,21898,34,High
3,5,20327,62,High
10,14,10362,54,High
11,2,26014,80,High
14,2,12088,12,Low
9,6,28698,40,High
10,10,18821,51,High
12,9,24349,77,High
15,11,11648,74,High
8,15,23551,29,High
19,5,10354,64,High
17,10,7768,71,High
19,9,27735,48,High
13,12,3865,21,High
14,10,14272,76,High
20,4,18889,7,Low
14,14,17027,53,High
10,9,18362,63,High
19,3,11905,57,High
2,10,2345,50,Medium
3,4,11168,32,Medium
14,3,18990,18,Low
1,7,19926,63,High
11,5,28532,67,High
5,0,29642,15,High
15,7,20051,58,High
3,12,10478,69,High
19,5,26011,54,High
4,9,29309,4,High
20,12,10100,45,High
16,7,18606,80,High
20,4,6033,79,High
17,2,28351,41,High
4,2,29767,1,High
6,15,28129,36,High
7,7,22042,43,High
14,11,7360,73,High
11,6,1039,1,Medium
18,1,24843,72,High
16,2,24281,59,High
15,8,6837,34,Medium
14,3,5844,58,High
8,4,1276,42,Medium
18,9,2144,40,Medium
6,11,24255,18,High
18,8,7200,79,High
3,10,25239,20,High
3,6,11444,12,Medium
7,11,19738,64,High
9,4,17429,8,Low
19,3,3687,64,High
20,12,8342,6,High
11,2,11232,77,High
6,6,11947,61,High
2,11,5784,11,High
12,10,1936,15,Medium
17,1,27706,67,High
19,9,25711,37,High
7,13,17951,39,High
4,12,23073,70,High
8,11,28068,67,High
5,12,3496,14,High
15,10,9055,10,Medium
12,10,12954,8,Medium
2,14,13916,7,High
2,3,14352,25,Low
1,14,14532,67,High
3,2,7638,72,High
16,10,20958,43,High
2,7,4879,29,Medium
15,4,21578,17,High
5,8,634,79,High
12,6,4929,73,High
1,12,26769,12,High
13,5,9694,50,Medium
3,5,21151,44,High
10,3,25894,5,High
6,13,27024,45,High
7,13,16179,8,High
1,3,16321,36,Medium
19,8,1809,42,Medium
8,13,8839,74,High
4,1,27733,64,High
8,11,13242,40,High
13,3,19210,45,Medium
6,12,24956,23,High
9,8,11072,51,High
1,2,3845,73,High
1,0,1689,43,Medium
7,9,24121,47,High
4,3,19190,68,High
19,13,17733,74,High
2,4,14065,8,Low
2,7,19207,63,High
1,12,11880,47,High
2,4,24886,5,High
19,6,27303,10,High
14,11,29146,33,High
5,11,19416,36,High
15,14,9998,2,High
14,9,15195,48,Medium
19,8,12249,15,Medium
16,6,10273,30,Medium
9,12,1472,49,High
17,12,20398,34,High
10,13,8819,72,High
11,2,17462,26,Medium
16,10,10942,5,Medium
2,0,15077,31,Medium
11,1,7730,72,High
19,4,2043,40,Medium
17,15,28703,40,High
3,3,13981,35,Medium
1,15,18981,77,High
19,3,19649,22,Low
14,0,13455,23,Low
2,12,27370,77,High
6,7,28005,38,High
20,14,10927,79,High
2,10,21549,4,High
14,4,15667,21,Low
6,7,24134,13,High
16,12,20164,45,High
19,2,26179,53,High
2,9,3444,70,High
13,4,703,10,Low
14,2,14121,80,High
8,4,28168,61,High
17,12,17514,46,High
8,2,29817,11,High
19,13,28516,39,High
8,9,2259,66,High
6,7,20055,60,High
15,15,24209,55,High
15,0,5751,78,High
8,13,24089,32,High
6,6,8256,12,Medium
7,14,25449,58,High
4,9,20577,50,High
17,6,4428,64,High
7,9,3324,70,High
13,14,12880,25,High
16,6,9465,64,High
12,0,4013,30,Medium
5,6,6842,19,Medium
17,11,18331,31,High
20,0,13054,80,High
16,7,19836,7,Medium
19,2,13435,24,Low
14,15,27057,29,High
20,3,15618,45,Medium
20,9,12100,78,High
11,14,3848,78,High
17,8,15632,71,High
11,4,7287,22,Low
7,10,4308,24,Medium
6,3,29027,54,High
20,11,7525,70,High
10,10,26933,63,High
15,13,15235,41,High
8,15,18528,38,High
4,11,24796,79,High
13,6,5960,77,High
18,14,18892,49,High
10,7,9948,25,Medium
9,5,2869,50,Medium
16,12,987,60,High
7,1,15147,71,High
11,9,11020,7,Medium
12,4,27105,50,High
13,5,21404,48,High
9,8,27879,25,High
19,13,29142,52,High
12,0,12437,76,High
14,0,19917,2,Low
1,4,7142,55,High
8,13,4173,34,High
10,14,18372,63,High
18,3,16766,62,High
7,5,26396,74,High
8,1,9425,76,High
19,14,15278,21,High
20,5,18566,59,High
16,15,27365,9,High
3,10,7029,39,Medium
17,1,5288,27,Medium
10,12,1041,43,High
11,6,29987,41,High
7,13,21604,48,High
5,9,5980,21,Medium
4,13,24297,40,High
9,15,7385,17,High
3,0,5545,22,Low
5,10,17874,59,High
7,2,7124,37,Medium
1,8,20973,51,High
18,2,26889,43,High
5,4,13480,64,High
14,2,11525,6,Low
6,1,14431,38,Medium
1,15,14732,58,High
13,1,26113,22,High
14,14,3572,69,High
14,4,23453,58,High
5,4,13947,5,Low
7,0,12194,76,High
12,13,12114,34,High
15,3,5165,34,Medium
8,12,773,9,High
15,0,2477,1,Low
14,0,19419,11,Low
18,9,1819,21,Medium
6,6,16104,76,High
18,1,20828,66,High
2,12,26534,30,High
16,9,20003,24,High
19,15,15754,36,High
6,10,9918,73,High
4,0,15472,51,High
4,9,5263,45,Medium
12,2,13751,31,Medium
9,12,2514,31,High
1,4,4027,12,Low
11,12,983,56,High
4,3,19182,53,High
10,15,9431,45,High
2,14,1439,73,High
2,8,10578,43,Medium
18,2,6186,26,Medium
7,2,17213,2,Low
19,12,26772,5,High
3,2,9085,29,Medium
9,5,25100,74,High
16,9,21644,6,High
20,3,18388,33,Medium
10,10,17642,38,Medium
17,8,23298,16,High
14,1,19033,22,Low
2,0,21341,44,High
2,15,1798,13,High
7,10,14585,49,Medium
6,7,22320,65,High
8,5,19219,4,Low
19,14,29500,65,High
13,10,22813,72,High
3,10,29222,26,High
19,10,13257,71,High
20,4,24341,9,High
19,11,27417,21,High
19,3,3392,74,High
6,13,16348,63,High
13,0,21254,18,High
3,7,11984,31,Medium
19,4,13782,17,Low
15,3,3800,18,Low
19,9,15051,38,Medium
15,12,27647,72,High
10,5,29520,52,High
15,3,11882,8,Low
15,5,19641,6,Low
13,11,14556,25,High
5,4,10861,70,High
9,9,25464,24,High
19,7,12526,23,Medium
10,3,5381,39,Medium
2,2,26237,66,High
14,13,20256,6,High
16,15,15638,53,High
7,15,8248,8,High
2,6,2693,1,Medium
4,12,4087,50,High
17,0,7630,6,Low
3,9,22132,64,High
13,5,10304,26,Medium
5,2,24042,70,High
3,1,6644,73,High
13,10,15528,17,Medium
5,5,29225,59,High
15,4,7518,10,Low
12,9,7099,13,Medium
17,0,4749,65,High
16,13,16210,70,High
9,10,29776,18,High
19,12,24381,60,High
3,2,21535,18,High
3,12,11064,72,High
17,6,13331,58,High
12,1,7170,47,Medium
9,8,17379,76,High
1,2,5133,1,Low
10,13,5639,59,High
11,14,28901,42,High
3,12,16175,44,High
10,7,563,7,Medium
14,6,4763,52,High
19,3,7654,44,Medium
4,10,14163,15,Medium
14,11,25639,4,High
